pid,process_name,access_label,success,error_code,error_message
3432,svchost.exe,PROCESS_CREATE_THREAD,0,5,"Access denied"
13032,svchost.exe,PROCESS_QUERY_INFORMATION,0,5,"Access denied"
13032,svchost.exe,PROCESS_VM_READ,0,5,"Access denied"
13032,svchost.exe,QUERY_INFORMATION | VM_READ,0,5,"Access denied"
13032,svchost.exe,PROCESS_VM_OPERATION,0,5,"Access denied"
13032,svchost.exe,PROCESS_VM_WRITE,0,5,"Access denied"
13032,svchost.exe,PROCESS_CREATE_THREAD,0,5,"Access denied"
6788,svchost.exe,PROCESS_QUERY_INFORMATION,0,5,"Access denied"
6788,svchost.exe,PROCESS_VM_READ,0,5,"Access denied"
6788,svchost.exe,QUERY_INFORMATION | VM_READ,0,5,"Access denied"
6788,svchost.exe,PROCESS_VM_OPERATION,0,5,"Access denied"
